filename,dense_forest,dry_vegetation,low_humidity,strong_wind,rained_recently,high_temperature,minimal_human_activity,lightnings_frequent,power_lines_nearby,wildfire_risk,split
image_0130.png,0,0,1,0,1,0,0,0,1,0,train
image_0131.png,1,1,1,1,1,1,0,1,0,1,train
image_0132.png,0,0,1,1,1,0,0,0,0,0,train
image_0133.png,0,1,1,0,1,0,1,1,0,0,train
image_0134.png,1,0,1,1,0,1,1,1,0,1,train
image_0135.png,1,0,1,1,0,0,0,1,1,1,train
image_0136.png,0,0,1,0,0,0,0,0,0,0,train
image_0137.png,0,0,0,1,0,0,0,0,1,0,train
image_0138.png,0,0,1,0,0,1,0,0,0,0,train
image_0139.png,0,0,1,0,1,1,1,1,1,0,val
image_0140.png,1,1,0,1,1,0,0,0,0,0,train
image_0141.png,0,1,0,0,0,1,1,1,1,0,train
image_0142.png,0,0,0,0,0,0,0,0,0,0,train
image_0143.png,0,0,1,1,0,0,0,1,0,0,train
image_0144.png,1,0,1,1,0,1,1,0,1,1,train
image_0145.png,0,0,1,1,0,1,1,0,0,0,val
image_0146.png,0,0,0,0,0,1,1,0,0,0,train
image_0147.png,0,1,0,0,0,0,1,0,1,0,train
image_0148.png,1,1,1,0,0,0,1,0,1,1,train
image_0149.png,1,0,1,0,0,1,0,0,1,1,val
image_0150.png,1,1,0,1,1,0,1,0,0,0,train
image_0151.png,1,0,1,0,0,1,0,1,1,1,train
image_0152.png,1,1,1,1,0,0,1,0,0,0,train
image_0153.png,1,0,0,1,1,1,0,1,1,0,train
image_0154.png,1,1,0,0,1,1,1,1,0,0,train
image_0155.png,0,0,1,1,0,0,1,1,1,0,train
image_0156.png,0,1,1,0,0,0,1,1,1,0,train
image_0157.png,1,0,1,0,0,0,1,1,1,1,train
image_0158.png,0,0,1,1,0,0,1,1,0,0,train
image_0159.png,0,1,0,1,1,1,0,1,0,0,train
image_0160.png,1,0,0,1,1,0,0,1,1,0,train
image_0161.png,1,1,0,0,1,0,0,0,1,0,train
image_0162.png,0,0,1,1,0,0,1,0,0,0,train
image_0163.png,0,0,0,0,0,0,0,1,0,0,val
image_0164.png,1,0,1,1,1,1,0,1,0,1,train
image_0165.png,0,1,1,1,0,1,1,0,1,1,train
image_0166.png,1,0,1,1,0,0,1,0,0,0,train
image_0167.png,1,0,1,1,1,0,1,1,1,1,train
image_0168.png,1,1,0,0,1,1,1,1,1,0,train
image_0169.png,1,0,1,1,0,0,1,1,0,1,val
image_0170.png,1,0,1,1,1,1,0,1,1,1,val
image_0171.png,0,1,0,0,1,1,0,1,0,0,train
image_0172.png,1,1,0,0,0,0,1,0,0,0,val
image_0173.png,1,0,1,1,0,0,1,1,0,1,val
image_0174.png,1,1,0,1,1,0,1,1,1,0,train
image_0175.png,1,0,0,0,0,0,0,1,0,0,val
image_0176.png,1,1,0,0,0,0,1,0,1,0,train
image_0177.png,1,0,0,0,0,0,1,1,0,0,train
image_0178.png,1,0,0,0,0,1,0,0,0,1,train
image_0179.png,0,0,0,0,1,0,0,0,1,0,val
image_0180.png,1,0,0,0,0,0,0,0,0,0,train
image_0181.png,0,0,1,1,0,1,0,1,0,0,train
image_0182.png,1,0,1,1,1,1,0,1,1,1,train
image_0183.png,0,0,0,0,0,1,0,0,0,0,train
image_0184.png,1,0,1,0,1,0,0,0,1,1,train
image_0185.png,1,1,0,1,0,0,1,0,0,0,train
image_0186.png,1,0,0,1,0,1,0,1,1,1,val
image_0187.png,0,0,1,0,1,1,0,0,0,0,train
image_0188.png,0,0,1,1,0,1,1,0,0,0,train
image_0189.png,0,0,1,1,0,0,1,1,0,0,train
image_0190.png,1,1,1,0,0,1,0,1,0,1,train
image_0191.png,0,0,1,1,1,1,1,0,0,0,train
image_0192.png,0,0,1,0,1,0,1,0,1,0,train
image_0193.png,0,0,1,0,0,0,0,1,0,0,train
image_0194.png,1,1,0,0,1,0,0,1,0,0,val
image_0195.png,0,1,0,0,0,0,1,0,1,0,train
image_0196.png,1,1,1,1,0,1,0,1,0,1,train
image_0197.png,0,1,0,1,1,0,0,1,0,0,train
image_0198.png,1,0,1,0,0,0,0,1,0,1,train
image_0199.png,1,1,1,1,1,0,1,0,0,0,train
image_0200.png,1,1,0,1,1,1,0,1,1,0,train
image_0201.png,1,0,0,0,0,1,1,0,1,1,train
image_0202.png,0,0,0,0,1,0,1,0,0,0,train
image_0203.png,0,1,0,1,0,0,0,1,0,0,train
image_0204.png,1,0,1,0,0,1,1,1,0,1,train
image_0205.png,1,1,0,0,0,0,0,0,0,0,train
image_0206.png,0,1,0,1,1,1,1,1,1,0,val
image_0207.png,1,0,1,1,1,0,0,0,1,1,train
image_0208.png,0,0,1,1,1,0,0,1,0,0,train
image_0209.png,0,0,1,1,0,1,0,1,0,0,train
image_0210.png,0,0,1,0,1,0,1,1,0,0,train
image_0211.png,0,0,1,0,1,0,0,1,0,0,train
image_0212.png,0,1,1,1,0,1,0,1,0,1,train
image_0213.png,0,0,0,1,0,0,1,1,1,0,train
image_0214.png,1,0,0,0,1,0,0,1,1,0,val
image_0215.png,0,0,1,1,0,0,1,0,1,0,train
image_0216.png,1,0,1,0,1,0,1,0,0,0,train
image_0217.png,0,0,0,0,0,1,1,0,0,0,train
image_0218.png,0,0,0,1,1,1,1,1,1,0,train
image_0219.png,1,1,0,0,0,0,1,0,0,0,train
image_0220.png,1,0,1,0,0,0,1,1,0,1,train
image_0221.png,0,1,0,0,0,0,0,1,0,0,train
image_0222.png,0,1,1,1,1,0,1,1,1,1,train
image_0223.png,0,1,1,1,0,0,0,0,1,1,val
image_0224.png,0,0,1,0,1,1,1,0,1,0,train
image_0225.png,1,1,0,0,0,1,1,1,1,1,train
image_0226.png,0,0,0,0,0,0,0,0,0,0,train
image_0227.png,1,0,1,1,0,1,0,1,0,1,val
image_0228.png,1,0,0,0,0,0,0,0,1,0,val
image_0229.png,0,0,1,0,1,0,1,1,0,0,train
image_0230.png,0,1,0,1,0,1,1,0,1,1,train
image_0231.png,0,0,0,0,1,1,1,0,0,0,train
image_0232.png,0,1,0,0,0,0,0,1,0,0,val
image_0233.png,1,0,0,1,0,0,0,1,1,0,val
image_0234.png,1,0,0,0,1,0,1,1,0,0,train
image_0235.png,1,1,0,1,0,0,1,0,1,0,train
image_0236.png,0,0,1,1,1,1,1,1,1,0,train
image_0237.png,1,0,1,0,1,0,1,1,0,1,train
image_0238.png,1,0,0,1,1,1,1,1,0,0,train
image_0239.png,1,1,0,0,0,0,0,0,1,0,train
image_0240.png,0,1,0,1,0,1,1,0,0,0,train
image_0241.png,1,1,1,1,1,0,0,1,1,1,train
image_0242.png,0,1,0,1,0,0,1,0,1,0,val
image_0243.png,0,0,1,0,0,0,0,1,0,0,val
image_0244.png,0,0,1,0,0,1,0,1,1,0,train
image_0245.png,1,0,0,1,0,0,0,1,1,0,train
image_0246.png,0,0,0,1,0,1,1,1,1,0,train
image_0247.png,0,0,0,1,1,1,1,0,1,0,val
image_0248.png,1,1,1,0,1,0,0,1,0,1,train
image_0249.png,0,1,0,1,1,1,0,0,0,0,train
image_0250.png,0,1,1,1,0,0,0,0,1,1,train
image_0251.png,1,0,0,0,1,0,1,0,1,0,train
image_0252.png,0,1,1,1,1,0,1,1,1,1,val
image_0253.png,1,0,0,1,1,0,0,1,1,0,train
image_0254.png,0,0,0,0,0,0,1,1,1,0,train
image_0255.png,1,0,0,1,0,0,1,0,0,0,train
image_0256.png,1,1,0,0,0,0,0,0,1,0,train
image_0257.png,0,0,0,1,0,0,1,0,0,0,train
image_0258.png,0,1,1,1,0,0,1,1,0,1,val
image_0259.png,0,1,0,1,1,1,0,0,0,0,train
image_0260.png,1,0,0,0,0,0,0,1,1,0,train
image_0261.png,1,0,0,1,1,0,0,0,0,0,val
image_0262.png,1,1,1,0,0,0,1,0,1,1,val
image_0263.png,0,1,0,0,0,1,1,0,0,0,val
image_0264.png,0,1,0,1,0,0,0,0,1,0,val
image_0265.png,0,0,1,1,1,0,0,0,0,0,val
image_0266.png,1,0,1,1,0,0,0,0,1,1,train
image_0267.png,0,0,0,0,0,1,0,1,0,0,val
image_0268.png,0,0,1,0,0,1,0,0,1,0,val
image_0269.png,1,1,1,1,1,1,0,1,1,1,train
image_0270.png,0,1,1,1,0,0,1,1,0,1,train
image_0271.png,0,1,1,1,1,0,0,1,1,1,train
image_0272.png,1,0,0,1,1,1,1,1,0,0,train
image_0273.png,0,0,0,1,1,0,0,0,1,0,train
image_0274.png,0,1,0,1,1,1,1,0,1,0,train
image_0275.png,1,0,0,1,1,1,1,1,0,0,train
image_0276.png,1,0,1,1,1,1,1,0,0,0,val
image_0277.png,0,0,1,0,0,0,0,0,0,0,train
image_0278.png,1,1,1,0,1,0,0,1,0,1,train
image_0279.png,0,0,1,1,0,1,1,0,1,0,train
image_0280.png,0,0,0,1,0,0,0,0,0,0,val
image_0281.png,0,0,1,1,0,0,0,0,0,0,train
image_0282.png,0,0,0,1,0,1,0,0,1,0,val
image_0283.png,1,0,1,0,0,0,1,0,1,1,train
image_0284.png,0,1,0,0,1,0,1,1,1,0,train
image_0285.png,0,1,1,1,1,1,0,1,1,1,train
image_0286.png,0,0,0,0,0,1,0,0,0,0,train
image_0287.png,1,0,1,0,0,0,0,1,0,1,train
image_0288.png,1,1,0,0,0,0,0,1,1,0,train
image_0289.png,0,1,0,0,1,1,0,0,0,0,train
image_0290.png,1,0,0,1,0,0,1,1,1,0,train
image_0291.png,1,0,0,1,1,0,1,1,1,0,train
image_0292.png,0,0,0,1,0,1,0,1,0,0,val
image_0293.png,0,0,1,1,0,0,1,1,1,0,train
image_0294.png,1,1,0,0,0,0,0,1,1,0,train
image_0295.png,1,0,1,1,0,1,1,0,1,1,train
image_0296.png,1,1,1,0,1,1,1,0,0,0,val
image_0297.png,1,1,1,0,1,0,0,0,0,1,train
image_0298.png,0,0,1,0,1,1,0,0,0,0,val
image_0299.png,1,0,0,1,1,0,1,0,0,0,val
image_0300.png,0,1,1,0,0,1,1,0,0,0,train
image_0301.png,0,1,0,0,1,0,0,0,1,0,train
image_0302.png,1,0,1,1,0,1,1,1,1,1,train
image_0303.png,0,0,0,1,1,1,1,1,1,0,train
image_0304.png,1,0,0,0,1,1,1,1,1,0,train
image_0305.png,1,0,0,1,0,1,1,1,0,1,val
image_0306.png,1,0,1,0,0,0,0,1,1,1,train
image_0307.png,1,0,0,0,0,0,0,1,1,0,train
image_0308.png,0,0,0,1,0,0,0,0,0,0,train
image_0309.png,0,0,1,1,1,0,0,1,1,0,val
image_0310.png,1,1,1,1,0,0,1,0,1,1,train
image_0311.png,0,1,0,0,1,1,1,1,1,0,train
image_0312.png,0,0,1,0,0,0,1,0,0,0,val
image_0313.png,0,0,1,0,0,0,0,1,1,0,train
image_0314.png,1,0,1,0,0,1,0,1,1,1,train
image_0315.png,0,1,0,1,1,0,1,0,1,0,train
image_0316.png,0,0,0,0,0,1,0,0,1,0,train
image_0317.png,0,0,0,1,1,0,0,1,0,0,train
image_0318.png,1,1,0,0,1,0,1,0,1,0,train
image_0319.png,0,0,1,1,1,1,1,1,1,0,val
image_0320.png,1,1,1,1,1,1,0,1,1,1,train
image_0321.png,0,1,1,1,1,0,1,1,0,1,train
image_0322.png,1,0,0,1,0,0,0,0,1,0,train
image_0323.png,1,0,1,0,1,1,1,0,1,1,train
image_0324.png,0,1,0,0,1,0,0,1,0,0,train
image_0325.png,1,0,0,1,1,0,1,1,1,0,train
image_0326.png,1,0,0,0,1,1,1,0,1,0,val
image_0327.png,0,1,0,0,1,0,0,1,1,0,train
image_0328.png,0,1,0,1,0,1,0,0,1,1,val
image_0329.png,1,0,0,1,0,1,0,1,1,1,train
image_0330.png,1,0,1,0,0,0,0,0,1,1,train
image_0331.png,0,1,0,1,1,1,0,0,0,0,train
image_0332.png,0,1,1,1,0,0,1,1,0,1,train
image_0333.png,1,0,0,0,0,0,1,1,1,0,train
image_0334.png,1,0,1,1,1,1,1,1,0,1,train
image_0335.png,1,0,1,0,1,1,1,0,1,1,train
image_0336.png,1,0,1,0,0,0,0,0,0,1,train
image_0337.png,0,0,1,1,0,1,1,0,0,0,val
image_0338.png,1,1,0,0,0,1,0,0,1,1,train
image_0339.png,0,0,1,1,1,1,0,0,0,0,train
image_0340.png,1,1,0,1,0,0,0,1,1,0,train
image_0341.png,0,1,0,0,1,0,0,1,0,0,train
image_0342.png,1,1,1,0,1,0,0,1,1,1,train
image_0343.png,0,1,0,0,0,0,1,0,1,0,train
image_0344.png,1,1,0,0,1,0,0,0,1,0,train
image_0345.png,0,0,1,1,1,1,0,1,1,0,train
image_0346.png,1,1,1,0,0,0,0,0,1,1,train
image_0347.png,0,0,1,1,1,1,0,1,0,0,train
image_0348.png,0,1,0,0,0,0,0,1,0,0,train
image_0349.png,1,0,0,1,1,0,1,0,1,0,train
image_0350.png,1,0,0,0,0,0,1,1,1,0,val
image_0351.png,1,0,0,0,1,0,0,1,0,0,train
image_0352.png,0,1,0,0,1,1,1,0,1,0,train
image_0353.png,0,0,0,1,0,1,0,0,0,0,train
image_0354.png,1,0,0,1,1,0,0,1,1,0,val
image_0355.png,0,1,1,0,1,0,0,0,0,0,val
image_0356.png,1,0,1,0,0,1,1,1,0,1,train
image_0357.png,0,0,1,1,1,1,0,0,1,0,train
image_0358.png,0,0,0,0,0,1,0,1,1,0,train
image_0359.png,1,0,0,1,1,0,0,0,1,0,train
image_0360.png,1,0,1,0,0,1,0,1,0,1,train
image_0361.png,1,0,1,1,0,0,0,0,0,1,val
image_0362.png,1,0,1,1,1,1,1,1,0,1,val
image_0363.png,1,0,0,1,0,0,0,0,0,0,val
image_0364.png,1,1,0,1,0,0,0,0,1,0,train
image_0365.png,1,1,1,0,0,1,0,1,0,1,train
image_0366.png,0,1,0,0,1,0,1,0,1,0,train
image_0367.png,0,0,1,0,0,1,0,0,0,0,train
image_0368.png,0,0,0,0,0,0,1,1,0,0,train
image_0369.png,1,0,1,0,0,1,0,1,0,1,train
image_0370.png,1,1,1,1,0,1,1,1,0,1,train
image_0371.png,0,1,0,1,1,0,1,0,0,0,val
image_0372.png,0,1,1,0,0,0,1,1,0,0,val
image_0373.png,1,1,1,1,1,0,0,0,0,1,train
image_0374.png,0,1,1,0,1,0,0,1,1,0,train
image_0375.png,1,0,0,0,1,1,0,0,0,0,val
image_0376.png,0,0,0,0,1,1,0,1,0,0,val
image_0377.png,0,1,1,1,1,1,1,0,1,1,train
image_0378.png,0,0,0,1,1,1,1,1,0,0,train
image_0379.png,0,0,0,1,0,1,0,0,1,0,val
image_0380.png,0,1,0,0,0,1,1,1,0,0,val
image_0381.png,0,1,1,1,1,0,1,0,1,1,train
image_0382.png,1,0,0,1,0,0,1,1,0,0,train
image_0383.png,0,1,1,1,1,1,0,0,0,1,val
image_0384.png,0,1,1,1,0,1,0,0,1,1,train
image_0385.png,1,0,1,1,1,0,1,1,0,1,train
image_0386.png,1,1,1,1,0,0,0,1,0,1,train
image_0387.png,1,1,0,1,0,0,0,0,1,0,train
image_0388.png,0,0,0,1,1,1,1,0,1,0,train
image_0389.png,1,0,0,0,0,1,0,1,0,1,train
image_0390.png,0,1,1,0,1,0,1,0,0,0,train
image_0391.png,1,0,1,0,0,1,1,0,1,1,train
image_0392.png,1,0,1,0,0,0,0,1,0,1,val
image_0393.png,1,0,0,1,1,1,1,0,0,0,train
image_0394.png,0,0,1,1,0,0,1,1,1,0,val
image_0395.png,1,1,0,1,0,1,0,1,1,1,train
image_0396.png,0,1,1,0,0,0,1,0,0,0,train
image_0397.png,0,0,0,1,1,0,0,0,0,0,val
image_0398.png,1,0,1,1,1,0,0,1,0,1,train
image_0399.png,0,0,1,0,0,0,1,1,0,0,train
image_0400.png,1,0,1,0,0,1,0,1,1,1,train
image_0401.png,1,0,0,0,1,1,1,1,0,0,train
image_0402.png,1,0,0,0,0,1,0,1,1,1,train
image_0403.png,0,1,1,0,1,0,1,1,1,0,train
image_0404.png,1,1,1,1,0,0,0,1,0,1,train
image_0405.png,1,0,1,0,0,0,1,1,0,1,train
image_0406.png,0,1,0,0,1,0,1,1,0,0,train
image_0407.png,0,1,0,0,0,1,0,0,0,0,train
image_0408.png,0,1,0,1,1,0,1,0,0,0,train
image_0409.png,1,1,0,1,0,0,0,0,0,0,train
image_0410.png,0,1,1,1,1,0,0,0,1,1,train
image_0411.png,0,1,1,0,0,0,1,1,0,0,train
image_0412.png,1,1,1,0,0,0,1,0,0,0,val
image_0413.png,0,1,1,0,0,0,1,1,1,0,train
image_0414.png,0,1,1,1,0,0,1,1,0,1,train
image_0415.png,1,0,1,0,1,0,0,1,0,1,val
image_0416.png,1,0,0,1,0,1,0,0,1,1,train
image_0417.png,1,0,0,0,1,0,0,1,1,0,train
image_0418.png,1,1,0,0,1,0,0,0,1,0,val
image_0419.png,0,0,0,1,1,0,0,1,0,0,train
image_0420.png,0,0,0,1,0,0,0,1,0,0,train
image_0421.png,1,0,1,0,1,1,0,1,1,1,val
image_0422.png,1,0,0,0,1,1,1,0,1,0,train
image_0423.png,0,0,1,0,1,0,0,1,1,0,val
image_0424.png,1,0,1,1,0,1,1,1,0,1,train
image_0425.png,0,1,1,0,1,1,1,1,0,0,val
image_0426.png,0,1,0,0,1,1,0,1,1,0,train
image_0427.png,0,0,1,1,1,1,0,0,0,0,train
image_0428.png,1,1,1,0,1,0,1,0,1,1,train
image_0429.png,0,0,0,1,0,1,1,1,0,0,train
image_0430.png,1,1,1,0,0,0,0,0,0,1,train
image_0431.png,1,0,0,0,0,1,1,1,0,1,train
image_0432.png,1,0,1,1,0,1,0,1,1,1,train
image_0433.png,1,0,1,1,1,1,0,0,0,1,train
image_0434.png,1,0,0,1,1,1,1,1,1,0,train
image_0435.png,1,0,0,0,1,1,0,1,0,0,val
image_0436.png,0,0,1,1,1,0,1,0,0,0,train
image_0437.png,0,0,0,1,0,0,1,1,0,0,val
image_0438.png,1,0,1,1,1,0,1,1,1,1,train
image_0439.png,1,1,1,0,1,0,0,1,1,1,train
image_0440.png,1,0,1,0,0,1,0,0,0,1,train
image_0441.png,1,0,0,0,1,1,0,0,1,0,train
image_0442.png,0,1,1,1,1,0,1,0,1,1,train
image_0443.png,0,1,1,0,0,1,1,1,0,0,train
image_0444.png,0,1,0,1,1,1,1,0,0,0,train
image_0445.png,1,1,0,1,1,0,1,1,1,0,val
image_0446.png,1,1,0,0,0,0,0,1,0,0,train
image_0447.png,0,1,1,1,0,1,1,1,0,1,train
image_0448.png,1,1,1,0,0,1,1,1,0,1,train
image_0449.png,0,0,0,0,1,0,0,0,0,0,train
image_0450.png,1,0,0,0,1,0,0,0,0,0,val
image_0451.png,0,1,1,1,0,0,1,1,1,1,train
image_0452.png,1,1,1,1,1,0,0,0,0,1,val
image_0453.png,1,0,1,1,0,1,0,1,0,1,train
image_0454.png,0,0,1,1,1,0,0,0,1,0,train
image_0455.png,0,0,1,1,0,0,1,0,0,0,val
image_0456.png,1,0,0,0,0,0,1,0,1,0,train
image_0457.png,0,0,0,0,1,0,0,0,0,0,train
image_0458.png,1,0,0,1,0,0,1,1,0,0,train
image_0459.png,1,0,0,0,0,1,1,1,1,1,train
image_0460.png,0,0,0,1,0,0,1,1,0,0,val
image_0461.png,1,0,0,1,0,0,1,1,0,0,train
image_0462.png,1,1,1,1,0,1,0,1,1,1,train
image_0463.png,1,0,0,1,1,1,1,0,1,0,train
image_0464.png,1,0,1,0,0,1,1,0,0,0,val
image_0465.png,1,0,1,1,1,1,1,1,1,1,val
image_0466.png,0,0,1,1,1,1,1,1,0,0,val
image_0467.png,1,0,0,0,0,0,1,0,1,0,val
image_0468.png,0,1,1,0,1,0,0,1,0,0,val
image_0469.png,0,1,0,0,0,0,1,1,1,0,train
image_0470.png,1,0,1,0,1,0,1,0,1,1,train
image_0471.png,1,1,1,1,1,0,1,1,1,1,train
image_0472.png,1,0,0,0,0,0,0,0,0,0,train
image_0473.png,0,0,1,0,0,1,0,0,0,0,train
image_0474.png,0,0,0,0,0,0,1,0,0,0,train
image_0475.png,0,1,1,1,1,1,1,1,1,1,val
image_0476.png,0,1,0,0,1,1,0,0,1,0,val
